Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"MAUNA KEA TECH";FR0010609263;ALMKT;"Euronext Growth Paris";EUR;0.178;0.1808;0.1768;0.18;"15/05/2026 17:29";CET;226963;40619.2774;0.18;15/05/2026
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;10.08;10.21;10.06;10.13;"15/05/2026 17:38";CET;99223;1005671.985;10.13;15/05/2026
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;2.72;2.74;2.72;2.73;"15/05/2026 17:35";CET;111;303.53;2.73;15/05/2026
"MEDIA 6";FR0000064404;EDI;"Euronext Paris";EUR;9.80;9.80;9.80;9.80;"15/05/2026 09:00";CET;298;2920.40;9.80;15/05/2026
"MEDIA LAB";IT0005324105;MLLAB;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"15/05/2026 11:44";CET;60;180.00;3.00;15/05/2026
"MEDIAN TECH BSA";FR0014011D04;MDTBS;"Euronext Growth Paris";EUR;3.98;3.98;3.86;3.98;"15/05/2026 17:35";CET;741;2912.72;3.98;15/05/2026
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;"Euronext Growth Paris";EUR;4.895;5.06;4.885;4.955;"15/05/2026 17:35";CET;116433;575499.305;4.955;15/05/2026
MEDINCELL;FR0004065605;MEDCL;"Euronext Paris";EUR;28.26;28.72;27.32;27.38;"15/05/2026 17:35";CET;90102;2513477.92;27.38;15/05/2026
"MEDITERRANEAN REIT";ES0105977005;MLMED;"Euronext Access Paris";EUR;-;-;-;1.266;"30/03/2026 00:00";CET;-;-;1.27;15/05/2026
"MEMSCAP REGPT";FR0010298620;MEMS;"Euronext Paris";EUR;5.29;5.58;5.18;5.36;"15/05/2026 17:35";CET;49824;268411.48;5.36;15/05/2026
MERCIALYS;FR0010241638;MERY;"Euronext Paris";EUR;11.74;11.78;11.64;11.68;"15/05/2026 17:35";CET;111410;1303475.37;11.68;15/05/2026
"MERIDIA RE IV";ES0105559001;MLMIV;"Euronext Access Paris";EUR;18.55;18.55;18.55;18.55;"02/07/2021 00:00";CET;-;-;16.60;15/05/2026
MERSEN;FR0000039620;MRN;"Euronext Paris";EUR;35.60;35.62;34.88;35.12;"15/05/2026 17:35";CET;61741;2173742.04;35.12;15/05/2026
METAVISIO;FR00140066X4;ALTHO;"Euronext Growth Paris";EUR;0.0011;0.0013;0.0011;0.0012;"15/05/2026 17:35";CET;2503480;3086.8061;0.0012;15/05/2026
METHANOR;FR0011217710;ALMET;"Euronext Growth Paris";EUR;2.54;2.80;2.54;2.74;"15/05/2026 16:56";CET;1533;4212.22;2.74;15/05/2026
"METRICS IN BALANCE";BE0974328602;MLMIB;"Euronext Access Paris";EUR;0.033;0.033;0.033;0.033;"15/10/2024 12:02";CET;4000;132.00;0.033;15/05/2026
"METROPOLE TV";FR0000053225;MMT;"Euronext Paris";EUR;11.64;11.70;11.56;11.62;"15/05/2026 17:35";CET;100948;1173963.19;11.62;15/05/2026
MEXEDIA;IT0005450819;ALMEX;"Euronext Growth Paris";EUR;6.98;7.22;6.71;6.90;"15/05/2026 17:35";CET;66000;462217.35;6.90;15/05/2026
"MG INTERNATIONAL";FR0010204453;ALMGI;"Euronext Growth Paris";EUR;2.28;2.28;2.28;2.28;"15/05/2026 14:43";CET;49;111.72;2.28;15/05/2026
"MGI DIGITAL GRAPHI";FR0010353888;ALMDG;"Euronext Growth Paris";EUR;13.50;13.60;13.10;13.40;"15/05/2026 17:35";CET;5966;79096.56;13.40;15/05/2026
MICHELIN;FR001400AJ45;ML;"Euronext Paris";EUR;31.49;31.64;31.01;31.32;"15/05/2026 17:35";CET;1688268;52818313.155;31.32;15/05/2026
"MIGUET ET ASSOCIES";FR0010500363;MLNMA;"Euronext Access Paris";EUR;0.25;0.25;0.25;0.25;"15/05/2026 11:30";CET;8447;2111.75;0.25;15/05/2026
MILIBOO;FR0013053535;ALMLB;"Euronext Growth Paris";EUR;1.59;1.59;1.59;1.59;"15/05/2026 10:15";CET;10;15.90;1.59;15/05/2026
MINT;FR0004172450;ALMIN;"Euronext Growth Paris";EUR;5.00;5.06;4.96;5.06;"15/05/2026 17:35";CET;2404;12007.52;5.06;15/05/2026
"MON COURTIER ENERG";FR001400H3A0;ALMCE;"Euronext Growth Paris";EUR;7.40;7.80;7.30;7.80;"15/05/2026 17:23";CET;2236;16896.05;7.80;15/05/2026
"MONCEY (FIN.) NOM.";FR001400SU99;FMONC;"Euronext Paris";EUR;133.50;133.50;130.50;133.00;"15/05/2026 16:15";CET;68;8939.00;133.00;15/05/2026
MONTEA;BE0003853703;MONT;"Euronext Brussels, Paris";EUR;69.90;70.00;69.00;69.20;"15/05/2026 17:35";CET;51783;3587531.20;69.20;15/05/2026
"MONTEPINO LOGISTIC";ES0105549002;MLMTP;"Euronext Access Paris";EUR;10.00;10.00;10.00;10.00;"15/05/2026 14:20";CET;5850;58500.00;10.00;15/05/2026
MOULINVEST;FR0011033083;ALMOU;"Euronext Growth Paris";EUR;22.90;23.30;22.40;23.30;"15/05/2026 17:15";CET;2023;46009.10;23.30;15/05/2026
"MR BRICOLAGE";FR0004034320;ALMRB;"Euronext Growth Paris";EUR;4.00;4.00;3.82;3.82;"15/05/2026 17:35";CET;3139;12248.06;3.82;15/05/2026
MUNIC;FR0013462231;ALMUN;"Euronext Growth Paris";EUR;0.502;0.502;0.48;0.499;"15/05/2026 15:39";CET;3145;1553.766;0.499;15/05/2026
"MUTTER VENTURES";ES0105697009;MLMUT;"Euronext Access Paris";EUR;0.98;0.98;0.98;0.98;"09/04/2026 11:30";CET;325;318.50;0.98;15/05/2026
MYHOTELMATCH;FR001400IE67;MHM;"Euronext Paris";EUR;0.176;0.1955;0.176;0.1955;"15/05/2026 17:08";CET;9090;1621.4905;0.1955;15/05/2026
NACON;FR0013482791;NACON;"Euronext Paris";EUR;0.22;0.22;0.216;0.218;"15/05/2026 17:35";CET;33389;7295.904;0.218;15/05/2026
NAMR;FR0014003J32;ALNMR;"Euronext Growth Paris";EUR;0.225;0.23;0.225;0.23;"16/06/2025 17:20";CET;1183;271.66;0.23;15/05/2026
NANOBIOTIX;FR0011341205;NANO;"Euronext Paris";EUR;45.96;46.74;42.60;43.82;"15/05/2026 17:35";CET;253013;11236841.51;43.82;15/05/2026
NEOLIFE;FR0011636083;ALNLF;"Euronext Growth Paris";EUR;0.041;0.041;0.0378;0.04;"15/05/2026 17:15";CET;173900;6910.0742;0.04;15/05/2026
NEOVACS;FR0014010856;ALNEV;"Euronext Growth Paris";EUR;0.0002;0.0004;0.0002;0.0002;"15/05/2026 17:35";CET;29334408;7348.8346;0.0002;15/05/2026
NETGEM;FR0004154060;ALNTG;"Euronext Growth Paris";EUR;0.782;0.782;0.77;0.77;"15/05/2026 16:31";CET;2764;2133.092;0.77;15/05/2026
"NETMEDIA GROUP";FR001400RF99;ALNMG;"Euronext Growth Paris";EUR;0.548;0.548;0.516;0.538;"15/05/2026 17:09";CET;3293;1798.168;0.538;15/05/2026
NEURONES;FR0004050250;NRO;"Euronext Paris";EUR;38.10;38.40;37.90;38.05;"15/05/2026 17:35";CET;5693;216654.45;38.05;15/05/2026
NEXANS;FR0000044448;NEX;"Euronext Paris";EUR;165.40;167.10;162.20;163.40;"15/05/2026 17:35";CET;92390;15128315.60;163.40;15/05/2026
NEXITY;FR0010112524;NXI;"Euronext Paris";EUR;8.695;8.695;8.40;8.435;"15/05/2026 17:35";CET;108381;920179.35;8.435;15/05/2026
NEXTEDIA;FR0004171346;ALNXT;"Euronext Growth Paris";EUR;0.357;0.363;0.35;0.356;"15/05/2026 17:11";CET;15525;5579.354;0.356;15/05/2026
"NFL BIOSCIENCES";FR0014003XT0;ALNFL;"Euronext Growth Paris";EUR;0.89;0.92;0.865;0.88;"15/05/2026 17:35";CET;21173;19017.08;0.88;15/05/2026
NICOX;FR0013018124;ALCOX;"Euronext Growth Paris";EUR;0.38;0.385;0.375;0.382;"15/05/2026 17:35";CET;234616;89369.8805;0.382;15/05/2026
"NICOX BSA";FR001400QEQ3;NICBS;"Euronext Growth Paris";EUR;0.047;0.047;0.039;0.039;"15/05/2026 16:33";CET;1472;68.544;0.039;15/05/2026
"NORTEM BIOGROUP";ES0105719001;MLBIO;"Euronext Access Paris";EUR;5.40;5.40;5.40;5.40;"22/02/2024 11:30";CET;3490;18846.00;5.40;15/05/2026
"North Atlantic En.";FR0000120669;NAE;"Euronext Paris";EUR;57.90;59.05;57.55;58.05;"15/05/2026 17:35";CET;4203;244837.80;58.05;15/05/2026
NOVACYT;FR0010397232;ALNOV;"Euronext Growth Paris";EUR;0.522;0.579;0.506;0.538;"15/05/2026 17:35";CET;2858550;1552521.98;0.538;15/05/2026
"NOVATECH IND.";FR0000185464;MLNOV;"Euronext Access Paris";EUR;19.00;19.00;19.00;19.00;"14/05/2026 11:30";CET;1;19.00;19.00;15/05/2026
NR21;FR0014001PV6;NR21;"Euronext Paris";EUR;49.00;49.00;49.00;49.00;"16/03/2026 17:00";CET;1;49.00;49.00;15/05/2026
"NRJ GROUP";FR0000121691;NRG;"Euronext Paris";EUR;7.12;7.20;7.12;7.16;"15/05/2026 17:35";CET;8482;60788.64;7.16;15/05/2026
"NSC GROUPE";FR0000064529;ALNSC;"Euronext Growth Paris";EUR;66.00;68.00;66.00;68.00;"11/05/2026 16:30";CET;76;5018.00;68.00;15/05/2026
NSE;FR0004065639;ALNSE;"Euronext Growth Paris";EUR;48.30;48.60;47.50;47.50;"15/05/2026 17:08";CET;553;26581.70;47.50;15/05/2026
OBIZ;FR0014003711;ALBIZ;"Euronext Growth Paris";EUR;2.47;2.47;2.40;2.46;"15/05/2026 17:18";CET;1089;2668.35;2.46;15/05/2026
"OCTOPUS BIOSAFETY";FR0013310281;MLOCT;"Euronext Access Paris";EUR;0.214;0.214;0.214;0.214;"15/05/2026 16:30";CET;2100;449.40;0.214;15/05/2026
"ODIOT S.A.";FR0014010DV3;MLODT;"Euronext Access Paris";EUR;34.80;34.80;34.80;34.80;"15/05/2026 14:53";CET;56;1948.80;34.80;15/05/2026
"ODYSSEE TECHNO";FR001400U4P9;ALODY;"Euronext Growth Paris";EUR;23.00;23.00;21.20;22.25;"15/05/2026 17:12";CET;1713;38206.80;22.25;15/05/2026
OENEO;FR0000052680;SBT;"Euronext Paris";EUR;8.90;8.90;8.84;8.84;"15/05/2026 17:35";CET;155;1376.62;8.84;15/05/2026
"OK PROPERTIES";ES0105698007;MLOKP;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"29/03/2023 00:00";CET;-;-;11.60;15/05/2026
"OMER-DECUGIS & CIE";FR0014003T71;ALODC;"Euronext Growth Paris";EUR;8.50;8.70;8.30;8.64;"15/05/2026 17:35";CET;3045;25745.08;8.64;15/05/2026
"ONCODESIGN PM";FR001400CM63;ALOPM;"Euronext Growth Paris";EUR;0.451;0.458;0.451;0.453;"15/05/2026 17:29";CET;1730;784.928;0.453;15/05/2026
"ONE EXP BSA 2025 2";FR00140126G1;ONEBS;"Euronext Growth Paris";EUR;0.0065;0.0065;0.0065;0.0065;"15/05/2026 09:00";CET;500;3.25;0.0065;15/05/2026
"ONE EXPERIENCE";FR0013266772;ALEXP;"Euronext Growth Paris";EUR;0.40;0.40;0.3725;0.385;"15/05/2026 17:25";CET;21113;8035.861;0.385;15/05/2026
ONLINEFORMAPRO;FR0004174712;MLONL;"Euronext Access Paris";EUR;1.11;1.11;1.11;1.11;"14/05/2026 11:30";CET;1;1.11;1.11;15/05/2026
"ONWARD MEDICAL";NL0015000HT4;ONWD;"Euronext Brussels, Amsterdam, Paris";EUR;2.86;2.865;2.77;2.77;"15/05/2026 17:35";CET;112115;314139.8725;2.77;15/05/2026
OPMOBILITY;FR0000124570;OPM;"Euronext Paris";EUR;16.08;16.18;15.49;15.75;"15/05/2026 17:35";CET;164698;2597081.92;15.75;15/05/2026
ORANGE;FR0000133308;ORA;"Euronext Paris";EUR;18.64;18.65;18.20;18.22;"15/05/2026 17:35";CET;3769647;68911191.9275;18.22;15/05/2026
"ORBIS PROPERTIES";ES0105490009;MLORB;"Euronext Access Paris";EUR;13.60;13.60;13.60;13.60;"30/07/2020 00:00";CET;-;-;13.20;15/05/2026
ORDISSIMO;FR0013318052;ALORD;"Euronext Growth Paris";EUR;0.433;0.44;0.412;0.415;"15/05/2026 17:25";CET;25545;10700.074;0.415;15/05/2026
OREGE;FR0010609206;OREGE;"Euronext Paris";EUR;0.311;0.311;0.29;0.308;"15/05/2026 17:35";CET;6529;2005.935;0.308;15/05/2026
ORINOQUIA;ES0105534004;MLORQ;"Euronext Access Paris";EUR;1.65;1.65;1.65;1.65;"29/04/2026 11:30";CET;3250;5362.50;1.65;15/05/2026
"OSE IMMUNO";FR0012127173;OSE;"Euronext Paris";EUR;4.97;5.89;4.97;5.42;"15/05/2026 17:35";CET;970933;5368880.966;5.42;15/05/2026
OVH;FR0014005HJ9;OVH;"Euronext Paris";EUR;12.07;12.30;11.75;12.09;"15/05/2026 17:35";CET;121984;1467778.34;12.09;15/05/2026
"PACTE NOVATION";FR0000077992;MLPAC;"Euronext Access Paris";EUR;9.10;9.10;9.10;9.10;"02/04/2026 11:30";CET;11;100.10;9.10;15/05/2026
PAREF;FR0010263202;PAR;"Euronext Paris";EUR;25.80;25.80;25.80;25.80;"15/05/2026 09:00";CET;1;25.80;25.80;15/05/2026
PARROT;FR0004038263;PARRO;"Euronext Paris";EUR;9.40;10.00;9.38;9.81;"15/05/2026 17:35";CET;66210;648162.10;9.81;15/05/2026
"PARX MATERIALS NV";NL0012650535;MLPRX;"Euronext Access Paris";EUR;0.56;0.60;0.56;0.60;"15/05/2026 17:07";CET;40823;23036.80;0.60;15/05/2026
PASSAT;FR0000038465;ALPAS;"Euronext Growth Paris";EUR;5.10;5.15;5.10;5.15;"15/05/2026 16:35";CET;22;112.90;5.15;15/05/2026
"PATRIMOINE ET COMM";FR0011027135;PAT;"Euronext Paris";EUR;23.70;23.70;23.70;23.70;"15/05/2026 17:35";CET;128;3033.60;23.70;15/05/2026
"PAULIC MEUNERIE";FR0013479730;ALPAU;"Euronext Growth Paris";EUR;1.50;1.555;1.50;1.555;"15/05/2026 16:00";CET;1052;1580.55;1.555;15/05/2026
"PERNOD RICARD";FR0000120693;RI;"Euronext Paris";EUR;61.26;61.78;61.10;61.76;"15/05/2026 17:38";CET;776778;47834252.30;61.76;15/05/2026
"PERRIER (GERARD)";FR0000061459;PERR;"Euronext Paris";EUR;84.00;84.00;83.00;83.40;"15/05/2026 17:05";CET;109;9103.40;83.40;15/05/2026
"PERSEIDA RENTA";ES0105612008;MLPER;"Euronext Access Paris";EUR;0.71;0.71;0.71;0.71;"09/06/2022 16:30";CET;500;355.00;0.71;15/05/2026
"PET SERVICE";NL0015001HZ9;ALPET;"Euronext Growth Paris";EUR;4.06;4.22;4.06;4.22;"15/05/2026 16:35";CET;808;3381.14;4.22;15/05/2026
"PEUGEOT INVEST";FR0000064784;PEUG;"Euronext Paris";EUR;65.30;65.60;64.10;64.10;"15/05/2026 17:35";CET;5601;361886.90;64.10;15/05/2026
"PHONE WEB";FR0000185480;MLPHW;"Euronext Access Paris";EUR;0.88;0.88;0.88;0.88;"11/05/2026 16:30";CET;20;17.60;0.88;15/05/2026
"PHOTONIKE CAPITAL";BE0948608451;MLPHO;"Euronext Access Paris";EUR;0.124;0.124;0.124;0.124;"14/05/2026 11:30";CET;82;10.17;0.124;15/05/2026
"PIERRE VAC BSA ACT";FR001400B4H9;VACBS;"Euronext Paris";EUR;0.045;0.045;0.038;0.038;"14/05/2026 16:47";CET;724;28.39;0.038;15/05/2026
"PIERRE VAC BSA CRE";FR001400B4G1;VACBT;"Euronext Paris";EUR;0.10;0.10;0.10;0.10;"29/04/2026 09:00";CET;54806;5480.60;0.10;15/05/2026
"PIERRE VACANCES";FR0000073041;VAC;"Euronext Paris";EUR;1.888;1.892;1.866;1.88;"15/05/2026 17:35";CET;112523;211237.783;1.88;15/05/2026
"PISCINES DESJOYAUX";FR0000061608;ALPDX;"Euronext Growth Paris";EUR;10.45;10.50;10.30;10.40;"15/05/2026 17:28";CET;269;2774.60;10.40;15/05/2026
PLACOPLATRE;FR0000030769;MLPLC;"Euronext Access Paris";EUR;575.00;575.00;575.00;575.00;"25/03/2026 11:30";CET;1;575.00;575.00;15/05/2026
PLANISWARE;FR001400PFU4;PLNW;"Euronext Paris";EUR;16.92;17.30;16.84;17.16;"15/05/2026 17:36";CET;196666;3363828.02;17.16;15/05/2026
"PLANT ADVANCED";FR0010785790;ALPAT;"Euronext Growth Paris";EUR;6.35;6.75;6.20;6.75;"15/05/2026 16:58";CET;120;785.10;6.75;15/05/2026
"PLANT ADVANCED BS";FR0011844067;PATBS;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"29/08/2024 14:25";CET;5;0.05;0.01;15/05/2026
"PLAST.VAL LOIRE";FR0013252186;PVL;"Euronext Paris";EUR;2.08;2.08;2.06;2.06;"15/05/2026 17:35";CET;3655;7569.14;2.06;15/05/2026
PLUXEE;NL0015001W49;PLX;"Euronext Paris";EUR;11.86;12.00;11.81;11.98;"15/05/2026 17:35";CET;106088;1268153.55;11.98;15/05/2026
POUJOULAT;FR0000066441;ALPJT;"Euronext Growth Paris";EUR;7.80;7.80;7.10;7.36;"15/05/2026 17:26";CET;14751;109306.88;7.36;15/05/2026
POULAILLON;FR0013015583;ALPOU;"Euronext Growth Paris";EUR;8.90;8.90;8.90;8.90;"15/05/2026 11:24";CET;2009;17880.10;8.90;15/05/2026
POXEL;FR0012432516;POXEL;"Euronext Paris";EUR;0.256;0.256;0.25;0.2505;"15/05/2026 17:35";CET;183698;46357.3735;0.2505;15/05/2026
"PREATONI GROUP";FR001400WXE7;ALPG;"Euronext Growth Paris";EUR;47.00;47.00;47.00;47.00;"15/05/2026 09:00";CET;1;47.00;47.00;15/05/2026
PRECIA;FR0014004EC4;ALPM;"Euronext Growth Paris";EUR;26.70;27.20;26.70;26.70;"15/05/2026 17:22";CET;1199;32283.00;26.70;15/05/2026
PREDILIFE;FR0010169920;ALPRE;"Euronext Growth Paris";EUR;2.89;2.89;2.70;2.88;"15/05/2026 17:35";CET;760;2090.42;2.88;15/05/2026
"PRELUDE S.A";FR0014011SJ4;MLPRE;"Euronext Access Paris";EUR;11.00;11.00;11.00;11.00;"30/10/2025 16:30";CET;50;550.00;11.00;15/05/2026
"PRISMAFLEX INTL";FR0004044600;ALPRI;"Euronext Growth Paris";EUR;8.14;8.16;8.02;8.14;"15/05/2026 14:45";CET;3197;25891.18;8.14;15/05/2026
"PROACTIS SA";FR0004052561;PROAC;"Euronext Paris";EUR;0.036;0.036;0.0355;0.0355;"15/05/2026 16:53";CET;4787;172.0755;0.0355;15/05/2026
"PRODWAYS GROUP";FR0012613610;ALPWG;"Euronext Growth Paris";EUR;0.798;0.798;0.782;0.794;"15/05/2026 17:38";CET;84680;67093.004;0.794;15/05/2026
PROLOGUE;FR0010380626;ALPRG;"Euronext Growth Paris";EUR;0.28;0.28;0.272;0.28;"15/05/2026 16:20";CET;74603;20582.011;0.28;15/05/2026
PROP.IMMEUBLES;FR0000061376;MLPRI;"Euronext Access Paris";EUR;20.00;20.00;20.00;20.00;"23/02/2026 16:30";CET;1;20.00;20.00;15/05/2026
"PUBLICIS GROUPE SA";FR0000130577;PUB;"Euronext Paris";EUR;77.34;77.84;76.70;77.10;"15/05/2026 17:35";CET;552683;42619740.30;77.10;15/05/2026
"PULLUP ENTERTAIN";FR0012419307;ALPUL;"Euronext Growth Paris";EUR;8.94;8.94;8.66;8.77;"15/05/2026 17:35";CET;5508;48379.80;8.77;15/05/2026
QUADIENT;FR0000120560;QDT;"Euronext Paris";EUR;11.78;11.98;11.64;11.96;"15/05/2026 17:35";CET;31923;378023.64;11.96;15/05/2026
"QUANTUM GENOMICS";FR0011648971;ALQGC;"Euronext Growth Paris";EUR;0.0734;0.0749;0.072;0.0721;"24/10/2024 17:35";CET;127302;9227.46;0.072;15/05/2026
QWAMPLIFY;FR0010889386;ALQWA;"Euronext Growth Paris";EUR;1.64;1.64;1.64;1.64;"15/05/2026 15:02";CET;350;574.00;1.64;15/05/2026
"RACING FORCE";IT0005466963;ALRFG;"Euronext Growth Paris";EUR;4.97;4.97;4.97;4.97;"15/05/2026 09:00";CET;1;4.97;4.97;15/05/2026
"RAMSAY GEN SANTE";FR0000044471;GDS;"Euronext Paris";EUR;10.30;10.45;10.30;10.30;"15/05/2026 16:41";CET;114;1174.35;10.30;15/05/2026
"RAPID NUTRITION";GB00BVVK7R18;ALRPD;"Euronext Growth Paris";EUR;8.40;8.40;8.00;8.10;"15/05/2026 17:35";CET;6105;50023.83;8.10;15/05/2026
REALITES;FR0011858190;ALREA;"Euronext Growth Paris";EUR;0.624;0.65;0.624;0.624;"15/05/2026 17:35";CET;4680;2990.41;0.624;15/05/2026
REBIRTH;IT0005460081;ALREB;"Euronext Growth Paris";EUR;2.32;2.32;2.32;2.32;"28/05/2025 11:09";CET;20;46.40;2.32;15/05/2026
"REMY COINTREAU";FR0000130395;RCO;"Euronext Paris";EUR;39.56;41.04;39.56;41.04;"15/05/2026 17:35";CET;79650;3259511.68;41.04;15/05/2026
RENAULT;FR0000131906;RNO;"Euronext Paris";EUR;28.29;28.69;28.14;28.39;"15/05/2026 17:37";CET;1575649;44699461.215;28.39;15/05/2026
"RES GESTAE SOCIMI";ES0105550000;MLJDL;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"29/06/2021 00:00";CET;-;-;6.70;15/05/2026
"REWORLD MEDIA";FR0010820274;ALREW;"Euronext Growth Paris";EUR;1.646;1.658;1.632;1.64;"15/05/2026 17:35";CET;7922;13047.414;1.64;15/05/2026
REXEL;FR0010451203;RXL;"Euronext Paris";EUR;37.83;38.01;36.88;37.20;"15/05/2026 17:38";CET;805796;30026192.66;37.20;15/05/2026
RIBER;FR0000075954;ALRIB;"Euronext Growth Paris";EUR;12.56;13.08;12.38;12.94;"15/05/2026 17:35";CET;169854;2163274.76;12.94;15/05/2026
"RISING STONE";FR00140164Q1;ALRIS;"Euronext Growth Paris";EUR;50.20;50.80;50.20;50.20;"15/05/2026 17:35";CET;274;13786.10;50.20;15/05/2026
ROBERTET;FR0000039091;RBT;"Euronext Paris";EUR;799.00;805.00;790.00;795.00;"15/05/2026 17:36";CET;926;737513.00;795.00;15/05/2026
"ROBERTET CDV 87";FR0000045619;CBR;"Euronext Paris";EUR;90.00;90.00;90.00;90.00;"14/04/2026 16:30";CET;2;180.00;90.00;15/05/2026
"ROBERTET CI";FR0000045601;CBE;"Euronext Paris";EUR;686.00;686.00;680.10;680.10;"15/05/2026 16:30";CET;12;8220.20;680.10;15/05/2026
"ROCHE BOBOIS";FR0013344173;RBO;"Euronext Paris";EUR;26.30;27.50;26.30;26.80;"15/05/2026 17:35";CET;5042;134903.00;26.80;15/05/2026
ROCTOOL;FR0010523167;ALROC;"Euronext Growth Paris";EUR;1.94;2.09;1.81;1.91;"15/05/2026 17:35";CET;428870;848046.105;1.91;15/05/2026
"ROUGIER S.A.";FR0000037640;ALRGR;"Euronext Growth Paris";EUR;11.30;11.40;11.20;11.40;"15/05/2026 16:17";CET;1253;14131.50;11.40;15/05/2026
RUBIS;FR0013269123;RUI;"Euronext Paris";EUR;35.14;35.14;34.72;34.80;"15/05/2026 17:37";CET;210352;7322497.34;34.80;15/05/2026
S.E.B.;FR0000121709;SK;"Euronext Paris";EUR;52.80;52.95;51.65;52.30;"15/05/2026 17:35";CET;46151;2413267.00;52.30;15/05/2026
SAFE;FR001400ZU25;ALSAF;"Euronext Growth Paris";EUR;0.61;0.61;0.585;0.61;"15/05/2026 16:39";CET;8182;4855.215;0.61;15/05/2026
SAFRAN;FR0000073272;SAF;"Euronext Paris";EUR;278.70;280.30;271.40;271.40;"15/05/2026 17:39";CET;726463;198532642.25;271.40;15/05/2026
"SAGAX REAL ESTATE";ES0105651006;MLSAG;"Euronext Access Paris";EUR;1.1385;1.1385;1.1385;1.1385;"14/06/2022 00:00";CET;-;-;1.14;15/05/2026
"SAINT GOBAIN";FR0000125007;SGO;"Euronext Paris, Amsterdam, Brussels";EUR;75.20;75.76;74.26;74.42;"15/05/2026 17:35";CET;1521572;113629059.12;74.42;15/05/2026
"SAINT GOBAIN NV26";FR0014013KX8;SGONV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;86.96;15/05/2026
"SAINT JEAN GROUPE";FR0000060121;SABE;"Euronext Paris";EUR;22.80;22.80;22.80;22.80;"15/05/2026 11:51";CET;481;10966.80;22.80;15/05/2026
"SAJA REAL ESTATE";ES0105910006;MLSJA;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;9.90;15/05/2026
SAMSE;FR0000060071;SAMS;"Euronext Paris";EUR;120.00;122.00;120.00;121.00;"15/05/2026 17:21";CET;17;2055.50;121.00;15/05/2026
SANOFI;FR0000120578;SAN;"Euronext Paris";EUR;73.37;74.40;73.36;73.96;"15/05/2026 17:36";CET;2219071;164171160.28;73.96;15/05/2026
SAPMER;FR0010776617;ALMER;"Euronext Growth Paris";EUR;4.20;4.20;4.20;4.20;"15/05/2026 12:11";CET;737;3095.40;4.20;15/05/2026
"SARTORIUS STED BIO";FR0013154002;DIM;"Euronext Paris";EUR;161.90;161.90;155.90;155.90;"15/05/2026 17:36";CET;150111;23478213.10;155.90;15/05/2026
SAVENCIA;FR0000120107;SAVE;"Euronext Paris";EUR;62.60;63.00;62.60;63.00;"15/05/2026 17:35";CET;641;40167.80;63.00;15/05/2026
"SAVONNERIE NYONS";FR0013155975;MLSDN;"Euronext Access Paris";EUR;30.40;30.40;30.40;30.40;"14/05/2026 16:30";CET;18;547.20;30.40;15/05/2026
SCBSM;FR0006239109;CBSM;"Euronext Paris";EUR;9.65;9.65;9.50;9.55;"15/05/2026 15:58";CET;304;2932.35;9.55;15/05/2026
SCEMI;FR0010972091;MLCMI;"Euronext Access Paris";EUR;3.14;3.36;3.14;3.36;"04/05/2026 16:30";CET;399;1255.94;3.36;15/05/2026
"SCHNEIDER ELECTRIC";FR0000121972;SU;"Euronext Paris";EUR;265.20;267.15;261.10;263.75;"15/05/2026 17:39";CET;916040;241529309.15;263.75;15/05/2026
"SCIENTIA SCHOOL";ES0105592002;MLSCI;"Euronext Access Paris";EUR;4.06;4.06;4.06;4.06;"19/08/2025 11:30";CET;10;40.60;4.06;15/05/2026
"SCOR SE";FR0010411983;SCR;"Euronext Paris";EUR;31.38;32.04;31.38;31.86;"15/05/2026 17:38";CET;1061711;33792143.11;31.86;15/05/2026
"SECHE ENVIRONNEM.";FR0000039109;SCHP;"Euronext Paris";EUR;84.90;85.70;84.80;85.00;"15/05/2026 17:35";CET;2903;247138.90;85.00;15/05/2026
"SEGRO PLC";GB00B5ZN1N88;SGRO;"Euronext Paris";EUR;10.30;10.30;10.30;10.30;"06/03/2026 09:00";CET;3;30.90;10.30;15/05/2026
"SEIF SPA";IT0005353484;ALSEI;"Euronext Growth Paris";EUR;0.25;0.25;0.25;0.25;"21/12/2023 09:29";CET;539;134.75;0.25;15/05/2026
SELCODIS;FR0000065492;SLCO;"Euronext Paris";EUR;0.29;0.29;0.29;0.29;"25/03/2009 00:00";CET;2074;601.46;0.29;15/05/2026
SELECTIRENTE;FR0004175842;SELER;"Euronext Paris";EUR;85.00;85.00;84.50;84.50;"15/05/2026 16:30";CET;31;2630.00;84.50;15/05/2026
